0	0	0	0	0	0
0	0	128	2	37	66
0	0	256	23	67	108
0	0	384	53	110	168
0	0	512	90	162	241
0	0	640	125	213	311
0	0	768	154	253	368
0	0	896	171	278	402
0	0	1023	181	293	423
0	128	0	8	37	55
0	128	128	19	57	79
0	128	256	36	86	119
0	128	384	55	125	170
0	128	512	90	177	241
0	128	640	125	227	311
0	128	768	154	268	368
0	128	896	171	292	402
0	128	1023	181	307	423
0	256	0	32	66	77
0	256	128	39	79	91
0	256	256	57	110	132
0	256	384	87	155	195
0	256	512	108	203	257
0	256	640	130	249	316
0	256	768	154	287	368
0	256	896	171	312	402
0	256	1023	181	327	423
0	384	0	66	108	109
0	384	128	64	108	112
0	384	256	91	152	156
0	384	384	115	188	212
0	384	512	156	245	291
0	384	640	175	292	353
0	384	768	191	330	401
0	384	896	202	352	430
0	384	1023	209	365	447
0	512	0	108	162	148
0	512	128	105	162	149
0	512	256	120	186	174
0	512	384	162	254	250
0	512	512	184	283	307
0	512	640	237	343	392
0	512	768	252	382	444
0	512	896	261	406	475
0	512	1023	266	419	493
0	640	0	151	218	186
0	640	128	146	218	186
0	640	256	150	222	198
0	640	384	191	289	261
0	640	512	236	363	355
0	640	640	250	376	399
0	640	768	302	427	472
0	640	896	327	457	513
0	640	1023	333	471	532
0	768	0	186	266	218
0	768	128	181	266	218
0	768	256	181	265	225
0	768	384	214	319	276
0	768	512	263	401	365
0	768	640	295	447	442
0	768	768	303	453	473
0	768	896	335	484	517
0	768	1023	354	503	544
0	896	0	208	296	239
0	896	128	203	296	239
0	896	256	202	296	245
0	896	384	229	338	287
0	896	512	278	420	371
0	896	640	325	496	468
0	896	768	334	498	501
0	896	896	336	501	518
0	896	1023	354	519	544
0	1023	0	221	314	251
0	1023	128	216	314	251
0	1023	256	214	313	256
0	1023	384	237	349	294
0	1023	512	286	431	375
0	1023	640	335	511	472
0	1023	768	352	529	520
0	1023	896	354	528	536
0	1023	1023	354	528	544
128	0	0	47	57	41
128	0	128	25	40	71
128	0	256	37	66	117
128	0	384	67	110	178
128	0	512	104	162	251
128	0	640	139	212	321
128	0	768	168	253	377
128	0	896	185	278	412
128	0	1023	196	292	432
128	128	0	41	89	50
128	128	128	56	83	105
128	128	256	73	111	143
128	128	384	103	155	203
128	128	512	139	206	276
128	128	640	175	257	346
128	128	768	203	297	402
128	128	896	221	322	437
128	128	1023	231	337	457
128	256	0	43	83	78
128	256	128	77	107	122
128	256	256	96	137	160
128	256	384	120	181	218
128	256	512	144	228	280
128	256	640	175	277	346
128	256	768	203	317	402
128	256	896	221	342	437
128	256	1023	231	357	457
128	384	0	70	108	109
128	384	128	111	149	154
128	384	256	126	174	180
128	384	384	154	216	240
128	384	512	190	271	315
128	384	640	209	318	376
128	384	768	226	354	423
128	384	896	237	377	452
128	384	1023	244	390	469
128	512	0	113	162	148
128	512	128	153	202	192
128	512	256	156	208	203
128	512	384	197	275	272
128	512	512	223	311	335
128	512	640	272	369	417
128	512	768	285	408	467
