0	0	0	0	0	0
0	0	128	23	23	386
0	0	256	23	23	537
0	0	384	23	23	652
0	0	512	23	23	747
0	0	640	23	23	827
0	0	768	23	23	898
0	0	896	23	23	964
0	0	1023	200	0	952
0	128	0	23	383	23
0	128	128	23	383	386
0	128	256	23	383	537
0	128	384	23	383	652
0	128	512	23	383	747
0	128	640	23	383	827
0	128	768	23	383	898
0	128	896	23	383	964
0	128	1023	202	123	951
0	256	0	23	534	23
0	256	128	23	534	386
0	256	256	23	534	537
0	256	384	23	534	652
0	256	512	23	534	747
0	256	640	23	534	827
0	256	768	23	534	898
0	256	896	23	534	964
0	256	1023	212	255	952
0	384	0	23	647	23
0	384	128	23	647	386
0	384	256	23	647	537
0	384	384	23	647	652
0	384	512	23	647	747
0	384	640	23	647	827
0	384	768	23	647	898
0	384	896	23	647	964
0	384	1023	228	377	957
0	512	0	23	742	23
0	512	128	23	742	386
0	512	256	23	742	537
0	512	384	23	742	652
0	512	512	23	742	747
0	512	640	23	742	827
0	512	768	23	742	898
0	512	896	23	742	964
0	512	1023	249	507	954
0	640	0	23	821	23
0	640	128	23	821	386
0	640	256	23	821	537
0	640	384	23	821	652
0	640	512	23	821	747
0	640	640	23	821	827
0	640	768	23	821	898
0	640	896	23	821	964
0	640	1023	275	632	958
0	768	0	23	892	23
0	768	128	23	892	386
0	768	256	23	892	537
0	768	384	23	892	652
0	768	512	23	892	747
0	768	640	23	892	827
0	768	768	23	892	898
0	768	896	23	892	964
0	768	1023	304	758	959
0	896	0	23	957	23
0	896	128	23	957	386
0	896	256	23	957	537
0	896	384	23	957	652
0	896	512	23	957	747
0	896	640	23	957	827
0	896	768	23	957	898
0	896	896	23	957	964
0	896	1023	333	879	956
0	1023	0	315	996	0
0	1023	128	316	998	127
0	1023	256	320	1004	244
0	1023	384	324	1005	362
0	1023	512	329	1007	481
0	1023	640	334	999	609
0	1023	768	343	998	725
0	1023	896	355	1004	845
0	1023	1023	365	1000	960
128	0	0	386	53	23
128	0	128	386	53	386
128	0	256	386	53	537
128	0	384	386	53	652
128	0	512	386	53	747
128	0	640	386	53	827
128	0	768	386	53	898
128	0	896	386	53	964
128	0	1023	231	0	958
128	128	0	386	386	23
128	128	128	386	386	386
128	128	256	386	386	537
128	128	384	386	386	652
128	128	512	386	386	747
128	128	640	386	386	827
128	128	768	386	386	898
128	128	896	386	386	964
128	128	1023	233	124	955
128	256	0	386	535	23
128	256	128	386	535	386
128	256	256	386	535	537
128	256	384	386	535	652
128	256	512	386	535	747
128	256	640	386	535	827
128	256	768	386	535	898
128	256	896	386	535	964
128	256	1023	241	257	955
128	384	0	386	649	23
128	384	128	386	649	386
128	384	256	386	649	537
128	384	384	386	649	652
128	384	512	386	649	747
128	384	640	386	649	827
128	384	768	386	649	898
128	384	896	386	649	964
128	384	1023	255	380	959
128	512	0	386	744	23
128	512	128	386	744	386
128	512	256	386	744	537
128	512	384	386	744	652
128	512	512	386	744	747
128	512	640	386	744	827
128	512	768	386	744	898
128	512	896	386	744	964
128	512	1023	274	509	960
128	640	0	386	822	23
128	640	128	386	822	386
128	640	256	386	822	537
128	640	384	386	822	652
128	640	512	386	822	747
128	640	640	386	822	827
128	640	768	386	822	898
128	640	896	386	822	964
128	640	1023	297	635	960
128	768	0	386	893	23
128	768	128	386	893	386
128	768	256	386	893	537
128	768	384	386	893	652
128	768	512	386	893	747
128	768	640	386	893	827
128	768	768	386	893	898
128	768	896	386	893	964
128	768	1023	322	758	957
128	896	0	386	958	23
128	896	128	386	958	386
128	896	256	386	958	537
128	896	384	386	958	652
128	896	512	386	958	747
128	896	640	386	958	827
128	896	768	386	958	898
128	896	896	386	958	964
128	896	1023	351	882	957
128	1023	0	337	1005	0
128	1023	128	336	1000	122
128	1023	256	342	1006	244
128	1023	384	344	1008	362
128	1023	512	350	1009	481
128	1023	640	355	1000	609
128	1023	768	363	1001	725
128	1023	896	372	1001	846
128	1023	1023	383	1003	962
256	0	0	537	72	23
256	0	128	537	72	386
256	0	256	537	72	537
256	0	384	537	72	652
256	0	512	537	72	747
256	0	640	537	72	827
256	0	768	537	72	898
256	0	896	537	72	964
256	0	1023	309	0	959
256	128	0	537	389	23
256	128	128	537	389	386
256	128	256	537	389	537
256	128	384	537	389	652
256	128	512	537	389	747
256	128	640	537	389	827
256	128	768	537	389	898
256	128	896	537	389	964
256	128	1023	315	125	960
256	256	0	537	537	23
256	256	128	537	537	386
256	256	256	537	537	537
256	256	384	537	537	652
256	256	512	537	537	747
256	256	640	537	537	827
256	256	768	537	537	898
256	256	896	537	537	964
256	256	1023	320	258	959
256	384	0	537	650	23
256	384	128	537	650	386
256	384	256	537	650	537
256	384	384	537	650	652
256	384	512	537	650	747
256	384	640	537	650	827
256	384	768	537	650	898
256	384	896	537	650	964
256	384	1023	330	385	956
256	512	0	537	745	23
256	512	128	537	745	386
256	512	256	537	745	537
256	512	384	537	745	652
256	512	512	537	745	747
256	512	640	537	745	827
256	512	768	537	745	898
256	512	896	537	745	964
256	512	1023	341	506	960
256	640	0	537	823	23
256	640	128	537	823	386
256	640	256	537	823	537
256	640	384	537	823	652
256	640	512	537	823	747
256	640	640	537	823	827
256	640	768	537	823	898
256	640	896	537	823	964
256	640	1023	358	632	956
256	768	0	537	894	23
256	768	128	537	894	386
256	768	256	537	894	537
256	768	384	537	894	652
256	768	512	537	894	747
256	768	640	537	894	827
256	768	768	537	894	898
256	768	896	537	894	964
256	768	1023	382	761	957
256	896	0	537	959	23
256	896	128	537	959	386
256	896	256	537	959	537
256	896	384	537	959	652
256	896	512	537	959	747
256	896	640	537	959	827
256	896	768	537	959	898
256	896	896	537	959	964
256	896	1023	406	887	961
256	1023	0	394	1003	0
256	1023	128	394	1001	122
256	1023	256	397	1006	248
256	1023	384	399	1008	366
256	1023	512	404	1004	482
256	1023	640	408	1005	605
256	1023	768	415	1001	722
256	1023	896	423	1006	842
256	1023	1023	433	1002	957
384	0	0	652	87	23
384	0	128	652	87	386
384	0	256	652	87	537
384	0	384	652	87	652
384	0	512	652	87	747
384	0	640	652	87	827
384	0	768	652	87	898
384	0	896	652	87	963
384	0	1023	408	0	954
384	128	0	652	391	23
384	128	128	652	391	386
384	128	256	652	391	537
384	128	384	652	391	652
384	128	512	652	391	747
384	128	640	652	391	827
384	128	768	652	391	898
384	128	896	652	391	963
384	128	1023	411	127	959
384	256	0	652	539	23
384	256	128	652	539	386
384	256	256	652	539	537
384	256	384	652	539	652
384	256	512	652	539	747
384	256	640	652	539	827
384	256	768	652	539	898
384	256	896	652	539	963
384	256	1023	415	254	959
384	384	0	652	652	23
384	384	128	652	652	386
384	384	256	652	652	537
384	384	384	652	652	652
384	384	512	652	652	747
384	384	640	652	652	827
384	384	768	652	652	898
384	384	896	652	652	963
384	384	1023	425	381	955
384	512	0	652	746	23
384	512	128	652	746	386
384	512	256	652	746	537
384	512	384	652	746	652
384	512	512	652	746	747
384	512	640	652	746	827
384	512	768	652	746	898
384	512	896	652	746	963
384	512	1023	432	510	956
384	640	0	652	825	23
384	640	128	652	825	386
384	640	256	652	825	537
384	640	384	652	825	652
384	640	512	652	825	747
384	640	640	652	825	827
384	640	768	652	825	898
384	640	896	652	825	963
384	640	1023	449	632	960
384	768	0	652	895	23
384	768	128	652	895	386
384	768	256	652	895	537
384	768	384	652	895	652
384	768	512	652	895	747
384	768	640	652	895	827
384	768	768	652	895	898
384	768	896	652	895	963
384	768	1023	463	761	956
384	896	0	652	960	23
384	896	128	652	960	386
384	896	256	652	960	537
384	896	384	652	960	652
384	896	512	652	960	747
384	896	640	652	960	827
384	896	768	652	960	898
384	896	896	652	960	963
384	896	1023	486	886	956
384	1023	0	476	1003	0
384	1023	128	475	1002	127
384	1023	256	473	1001	246
384	1023	384	479	1002	364
384	1023	512	480	1008	481
384	1023	640	487	1004	608
384	1023	768	491	1005	725
384	1023	896	495	1001	841
384	1023	1023	508	1006	960
512	0	0	747	99	23
512	0	128	747	99	386
512	0	256	747	99	537
512	0	384	747	99	652
512	0	512	747	99	747
512	0	640	747	99	827
512	0	768	747	99	898
512	0	896	747	99	963
512	0	1023	517	0	957
512	128	0	747	394	23
512	128	128	747	394	386
512	128	256	747	394	537
512	128	384	747	394	652
512	128	512	747	394	747
